bus,voltage,load_MW,p_inj_mw,neighbor_count,voltage_class,scenario
57,0.9551082244766709,16.76624918412658,-16.76624918412658,2.0,1,22
58,0.9850000000000003,363.4332731990262,-208.4332731990262,6.0,2,22
59,0.9926501420704655,94.20491611152785,-94.20491611152785,3.0,2,22
60,0.9949999999999998,0.0,160.0,3.0,2,22
61,0.998,93.28170483539729,-93.28170483539729,4.0,2,22
62,0.9646290898892704,0.0,0.0,1.0,1,22
63,0.9804973067947813,0.0,0.0,2.0,2,22
64,1.0049999999999997,0.0,391.0,2.0,3,22
65,1.0500000000000003,47.940324019505454,344.05967598049455,4.0,4,22
66,1.0187945449365876,31.10838237567578,-31.10838237567578,2.0,3,22
67,0.9962562654054364,0.0,0.0,0.0,2,22
68,1.035,0.0,0.0,5.0,4,22
69,0.9840000000000001,83.05076476002075,-83.05076476002075,5.0,2,22
70,0.9860222392424511,0.0,0.0,3.0,2,22
71,0.9799999999999999,16.120971425481954,-16.120971425481954,2.0,1,22
72,0.9910000000000001,7.789022027773519,-7.789022027773519,1.0,2,22
73,0.958,78.84778527393546,-78.84778527393546,2.0,1,22
74,0.9609088485150223,61.96528280343502,-61.96528280343502,5.0,1,22
75,0.9430000000000002,89.47695556917341,-89.47695556917341,2.0,0,22
76,1.0059999999999998,71.90446764637665,-71.90446764637665,7.0,3,22
77,1.002282745607452,91.36723019105271,-91.36723019105271,2.0,3,22
78,1.0080383510843218,50.04810368752665,-50.04810368752665,2.0,3,22
79,1.0400000000000003,175.75171733039107,301.2482826696089,7.0,4,22
80,0.9814450221450745,0.0,0.0,0.0,2,22
81,0.9867325044398048,61.60437145170175,-61.60437145170175,3.0,2,22
82,0.9840680743492917,23.169031027069135,-23.169031027069135,3.0,2,22
83,0.9794493862705398,13.703699362433756,-13.703699362433756,2.0,1,22
84,0.9849999999999997,26.717845072024616,-26.717845072024616,5.0,2,22
85,0.9820778498682426,25.71824344489075,-25.71824344489075,1.0,2,22
86,1.015,0.0,4.0,0.0,3,22
87,0.9865212684516232,64.150354204796,-64.150354204796,2.0,2,22
88,1.005,0.0,607.0,6.0,3,22
89,0.9850000000000002,186.57213386581753,-186.57213386581753,3.0,2,22
90,0.9799999999999999,12.379846210809575,-12.379846210809575,2.0,1,22
91,0.9900000000000003,90.80050005095767,-90.80050005095767,7.0,2,22
92,0.9848769670683746,15.021312048329511,-15.021312048329511,2.0,2,22
93,0.9886662578838306,37.484914417098814,-37.484914417098814,5.0,2,22
94,0.9781702796639424,53.24079915492452,-53.24079915492452,2.0,1,22
95,0.9910497753584815,43.920449821793255,-43.920449821793255,5.0,2,22
96,1.0095623905209787,17.16223747208675,-17.16223747208675,2.0,3,22
97,1.01982529909245,44.309017216974105,-44.309017216974105,2.0,3,22
98,1.01,51.18666180481271,-51.18666180481271,2.0,3,22
99,1.0170000000000001,43.917963573191784,208.0820364268082,8.0,3,22
100,0.9543935645956252,24.407184691471326,-24.407184691471326,2.0,1,22
101,0.977039137193973,6.769075745767723,-6.769075745767723,2.0,1,22
102,1.01,25.52306917432935,14.47693082567065,4.0,3,22
103,0.9709999999999999,50.34980761454984,-50.34980761454984,3.0,1,22
104,0.965,37.6524935986868,-37.6524935986868,5.0,1,22
105,0.9588924448419126,55.023072755509986,-55.023072755509986,3.0,1,22
106,0.9519999999999998,58.71517001035244,-58.71517001035244,2.0,1,22
107,0.9656900319102367,2.293239799739244,-2.293239799739244,2.0,1,22
108,0.966435871255004,10.080131202003873,-10.080131202003873,2.0,1,22
109,0.9729999999999998,51.03872703096348,-51.03872703096348,4.0,1,22
110,0.9800000000000001,0.0,36.0,1.0,2,22
111,0.9750000000000002,78.788063216881,-78.788063216881,1.0,1,22
112,0.9930000000000001,7.385446105378616,-7.385446105378616,2.0,2,22
113,0.9596623560597326,9.86717192869935,-9.86717192869935,2.0,1,22
114,0.9595686356491849,25.625462383924454,-25.625462383924454,2.0,1,22
115,1.0049999999999997,233.59072943311762,-233.59072943311762,0.0,3,22
116,0.9727071373560829,22.875614120690205,-22.875614120690205,1.0,1,22
117,0.9448483487991908,41.34651681585394,-41.34651681585394,2.0,0,22
0,0.9550000000000002,67.70587917148315,-67.70587917148315,2.0,1,23
1,0.9687602176224837,24.60402805990536,-24.60402805990536,2.0,1,23
2,0.9845354988917213,53.977406279721436,-53.977406279721436,3.0,2,23
3,0.9979999999999999,49.15114482107784,-49.15114482107784,2.0,2,23
4,1.0030475452178371,0.0,0.0,4.0,3,23
5,0.9899999999999999,59.65673275602067,-59.65673275602067,2.0,2,23
6,0.9892168437235216,23.463714318244485,-23.463714318244485,2.0,2,23
7,1.015,32.50429107637054,-32.50429107637054,2.0,3,23
8,1.0429182051130943,0.0,0.0,2.0,4,23
9,1.0499999999999998,0.0,450.0,1.0,4,23
10,0.9837691860132396,95.43861472641807,-95.43861472641807,4.0,2,23
11,0.9900000000000002,61.4417348505141,23.558265149485898,7.0,2,23
12,0.9659934309766833,40.88063580747798,-40.88063580747798,2.0,1,23
13,0.9829465159075559,17.616845355789987,-17.616845355789987,2.0,2,23
14,0.97,117.07596508175178,-117.07596508175178,5.0,1,23
15,0.9814431259123064,33.37143287484069,-33.37143287484069,2.0,2,23
16,0.9938536888109385,12.364485792572788,-12.364485792572788,5.0,2,23
17,0.9729999999999999,66.40533915591445,-66.40533915591445,2.0,1,23
18,0.9619999999999999,51.04511141179351,-51.04511141179351,4.0,1,23
19,0.9538239678643673,21.93298007493184,-21.93298007493184,2.0,1,23
20,0.9613165020095442,17.360167762344787,-17.360167762344787,2.0,1,23
21,0.9721481810258975,11.409384890641546,-11.409384890641546,2.0,1,23
22,0.998243222148263,8.56342158958917,-8.56342158958917,4.0,2,23
23,0.9919999999999999,16.02232886681114,-16.02232886681114,3.0,2,23
24,1.05,0.0,220.0,2.0,4,23
25,1.015,0.0,314.0,1.0,3,23
26,0.9679999999999997,80.42361622633047,-80.42361622633047,4.0,1,23
27,0.9603129878456538,23.374965796998243,-23.374965796998243,2.0,1,23
28,0.962405627499116,30.713850678631495,-30.713850678631495,2.0,1,23
29,0.9786822240689552,0.0,0.0,3.0,1,23
30,0.967,52.31210834288604,-45.31210834288604,3.0,1,23
31,0.9630000000000001,73.87225714745806,-73.87225714745806,5.0,1,23
32,0.9682006853050257,27.467962656634768,-27.467962656634768,2.0,1,23
33,0.984,80.02165926010929,-80.02165926010929,4.0,2,23
34,0.9798673059241898,41.99264891152819,-41.99264891152819,2.0,1,23
35,0.98,38.70253107385996,-38.70253107385996,2.0,2,23
36,0.9883515104801025,0.0,0.0,5.0,2,23
37,0.9453341003968868,0.0,0.0,2.0,0,23
38,0.9678982355951534,37.078171765074345,-37.078171765074345,2.0,1,23
39,0.9699999999999999,89.19199802503454,-89.19199802503454,4.0,1,23
40,0.9648964277964834,49.722100994826924,-49.722100994826924,2.0,1,23
41,0.9850000000000003,112.09754508187712,-112.09754508187712,4.0,2,23
42,0.9678552448053981,20.62686480192913,-20.62686480192913,2.0,1,23
43,0.9696382826201014,20.912463294621187,-20.912463294621187,2.0,1,23
44,0.9741350379555509,65.7514118758282,-65.7514118758282,3.0,1,23
45,1.0050000000000001,36.54318678883749,-17.543186788837488,3.0,3,23
46,1.0026524745355172,45.15839776753339,-45.15839776753339,3.0,3,23
47,1.019966667117507,23.771881044068508,-23.771881044068508,2.0,3,23
48,1.025,103.1293763045053,100.8706236954947,12.0,4,23
49,0.9986165267011538,21.20324098791674,-21.20324098791674,2.0,2,23
50,0.961938286551294,20.095101498985137,-20.095101498985137,3.0,1,23
51,0.950844651213097,23.40339449048748,-23.40339449048748,2.0,1,23
52,0.9419415413369665,30.45244007657695,-30.45244007657695,2.0,0,23
53,0.9549999999999998,140.30212027120498,-92.30212027120498,6.0,1,23
54,0.952,82.97981556981435,-82.97981556981435,3.0,1,23
55,0.954,105.26302674058356,-105.26302674058356,6.0,1,23
56,0.968085105888793,15.766338199081233,-15.766338199081233,2.0,1,23
57,0.9557858488430584,14.00988569206461,-14.00988569206461,2.0,1,23
58,0.9849999999999998,366.09785711703574,-211.09785711703574,6.0,2,23
59,0.9924657841213615,102.53390214889421,-102.53390214889421,3.0,2,23
60,0.9949999999999997,0.0,160.0,3.0,2,23
61,0.9979999999999999,90.85859183283601,-90.85859183283601,4.0,2,23
62,0.9643093494552215,0.0,0.0,1.0,1,23
63,0.9801920615999704,0.0,0.0,2.0,2,23
64,1.0050000000000003,0.0,391.0,2.0,3,23
65,1.0500000000000003,49.40486059517005,342.59513940483,4.0,4,23
66,1.017843039525991,37.98461801014497,-37.98461801014497,2.0,3,23
67,0.9959221751347047,0.0,0.0,0.0,2,23
68,1.035,0.0,0.0,5.0,4,23
69,0.9840000000000001,77.5405484100543,-77.5405484100543,5.0,2,23
70,0.985908905809634,0.0,0.0,3.0,2,23
71,0.98,15.849527222452835,-15.849527222452835,2.0,2,23
72,0.9909999999999998,8.317140090864395,-8.317140090864395,1.0,2,23
73,0.958,92.47133516305432,-92.47133516305432,2.0,1,23
74,0.9603030604853178,57.361433165791894,-57.361433165791894,5.0,1,23
75,0.9429999999999998,87.18703775295803,-87.18703775295803,2.0,0,23
76,1.0060000000000004,85.24939345682446,-85.24939345682446,7.0,3,23
77,1.002477678893364,90.2077168623028,-90.2077168623028,2.0,3,23
78,1.008428485307081,44.24582294843529,-44.24582294843529,2.0,3,23
79,1.04,144.77179943637168,332.2282005636283,7.0,4,23
80,0.9809696382001352,0.0,0.0,0.0,2,23
81,0.981338271836701,72.20309505785326,-72.20309505785326,3.0,2,23
82,0.9804997148701416,24.541769952411077,-24.541769952411077,3.0,2,23
83,0.9785229630684333,12.914482539076342,-12.914482539076342,2.0,1,23
84,0.9849999999999999,28.90323862075882,-28.90323862075882,5.0,2,23
85,0.981534316366477,27.871449059242646,-27.871449059242646,1.0,2,23
86,1.0150000000000001,0.0,4.0,0.0,3,23
87,0.9872379241184183,59.499561633127136,-59.499561633127136,2.0,2,23
88,1.0050000000000001,0.0,607.0,6.0,3,23
89,0.985,221.76962518451535,-221.76962518451535,3.0,2,23
90,0.9800000000000001,13.204776766333097,-13.204776766333097,2.0,2,23
91,0.9900000000000001,90.49327593368578,-90.49327593368578,7.0,2,23
92,0.9871156598329556,16.398613560443433,-16.398613560443433,2.0,2,23
93,0.9926177517239465,35.29092490607409,-35.29092490607409,5.0,2,23
94,0.9557910023636663,54.50414633331217,-54.50414633331217,2.0,1,23
95,0.983236004413751,42.03419059362084,-42.03419059362084,5.0,2,23
96,1.0046526825500044,20.959980259933193,-20.959980259933193,2.0,3,23
97,1.019404329910516,40.06226230978649,-40.06226230978649,2.0,3,23
98,1.01,54.57641817965716,-54.57641817965716,2.0,3,23
99,1.0170000000000001,50.125605195315174,201.8743948046848,8.0,3,23
100,0.9912808789395585,25.259066774004612,-25.259066774004612,2.0,2,23
101,0.9890987883934884,6.771819014215719,-6.771819014215719,2.0,2,23
102,1.0099999999999998,25.384495093956673,14.615504906043327,4.0,3,23
103,0.9710000000000002,46.83853937417364,-46.83853937417364,3.0,1,23
104,0.965,38.48994988953959,-38.48994988953959,5.0,1,23
105,0.9589536847765476,52.125770201037696,-52.125770201037696,3.0,1,23
106,0.952,63.7957711945075,-63.7957711945075,2.0,1,23
107,0.9654600448372521,2.748905409221579,-2.748905409221579,2.0,1,23
108,0.9662576312743744,9.584773874320694,-9.584773874320694,2.0,1,23
109,0.9729999999999999,49.67734067984716,-49.67734067984716,4.0,1,23
110,0.9799999999999999,0.0,36.0,1.0,1,23
111,0.9750000000000002,92.70023552516378,-92.70023552516378,1.0,1,23
112,0.993,7.99139171118248,-7.99139171118248,2.0,2,23
113,0.9593756672440835,8.897759835533192,-8.897759835533192,2.0,1,23
114,0.9592115294464848,30.42241904324257,-30.42241904324257,2.0,1,23
115,1.0049999999999997,204.97490911507546,-204.97490911507546,0.0,3,23
116,0.9716563945111448,25.532550846245975,-25.532550846245975,1.0,1,23
117,0.9444179355786184,41.99600084112013,-41.99600084112013,2.0,0,23
0,0.9550000000000002,63.00133108925321,-63.00133108925321,2.0,1,24
1,0.9710150940527403,22.352737969402096,-22.352737969402096,2.0,1,24
2,0.9664945887541879,53.34081211629183,-53.34081211629183,3.0,1,24
3,0.9980000000000002,52.47234924845942,-52.47234924845942,2.0,2,24
4,1.0021769213912037,0.0,0.0,4.0,3,24
5,0.9899999999999999,64.31751785775472,-64.31751785775472,2.0,2,24
6,0.9892263093069792,22.492807844500998,-22.492807844500998,2.0,2,24
7,1.015,33.68053309398286,-33.68053309398286,2.0,3,24
8,1.0429182051130939,0.0,0.0,2.0,4,24
9,1.0499999999999998,0.0,450.0,1.0,4,24
10,0.9843418739476532,79.58637230333068,-79.58637230333068,4.0,2,24
11,0.99,61.877235352410686,23.122764647589314,7.0,2,24
12,0.9660223428103717,43.078032536859546,-43.078032536859546,2.0,1,24
13,0.9831810298845813,16.38323437586456,-16.38323437586456,2.0,2,24
14,0.9699999999999998,115.82115044609762,-115.82115044609762,5.0,1,24
15,0.9816032027606855,34.84422660691231,-34.84422660691231,2.0,2,24
16,0.9942907880505102,12.503903947071393,-12.503903947071393,5.0,2,24
17,0.973,74.2527301912559,-74.2527301912559,2.0,1,24
18,0.9620000000000003,56.17114408244871,-56.17114408244871,4.0,1,24
19,0.9520684095850944,20.700704954648536,-20.700704954648536,2.0,1,24
20,0.9503864035501816,17.632636886188724,-17.632636886188724,2.0,1,24
21,0.9609711262396565,12.817931775644269,-12.817931775644269,2.0,1,24
22,0.9957769324968779,8.03042353151884,-8.03042353151884,4.0,2,24
23,0.9919999999999999,14.903423206134619,-14.903423206134619,3.0,2,24
24,1.05,0.0,220.0,2.0,4,24
25,1.0150000000000001,0.0,314.0,1.0,3,24
26,0.9679999999999997,96.340227642999,-96.340227642999,4.0,1,24
27,0.9607823834703585,20.28807592701723,-20.28807592701723,2.0,1,24
28,0.9624608828653846,30.938400386966144,-30.938400386966144,2.0,1,24
29,0.9800060627458271,0.0,0.0,3.0,2,24
30,0.9669999999999995,55.38537267621027,-48.38537267621027,3.0,1,24
31,0.9629999999999999,79.75332449781264,-79.75332449781264,5.0,1,24
32,0.9676273105552401,30.40527295549751,-30.40527295549751,2.0,1,24
33,0.9839999999999998,79.77820287185752,-79.77820287185752,4.0,2,24
34,0.9798806984545917,42.489626417541594,-42.489626417541594,2.0,1,24
35,0.98,38.279951592780144,-38.279951592780144,2.0,2,24
36,0.9884827527435435,0.0,0.0,5.0,2,24
37,0.9467368632903855,0.0,0.0,2.0,0,24
38,0.9686496675183742,32.8878888226359,-32.8878888226359,2.0,1,24
39,0.97,80.10478937989643,-80.10478937989643,4.0,1,24
40,0.9654745673447414,45.34416338679166,-45.34416338679166,2.0,1,24
41,0.985,109.3241064620286,-109.3241064620286,4.0,2,24
42,0.9683344565202774,22.089375203417102,-22.089375203417102,2.0,1,24
43,0.9718762282875978,19.46933555457258,-19.46933555457258,2.0,1,24
44,0.9766630683590884,58.84968944675989,-58.84968944675989,3.0,1,24
45,1.0049999999999997,33.11109834474126,-14.111098344741258,3.0,3,24
46,1.0038133897032404,45.06945114235021,-45.06945114235021,3.0,3,24
47,1.0198051202501541,25.467673428457754,-25.467673428457754,2.0,3,24
48,1.0249999999999992,116.74097166533238,87.25902833466762,12.0,4,24
49,0.9985747855809519,21.4677090263419,-21.4677090263419,2.0,2,24
50,0.961509892174083,23.055827203923865,-23.055827203923865,3.0,1,24
51,0.9507644515610827,24.09876233784927,-24.09876233784927,2.0,1,24
52,0.9427538822903023,25.97816353398151,-25.97816353398151,2.0,0,24
53,0.955,157.42051587574213,-109.42051587574213,6.0,1,24
54,0.9520000000000001,69.57872674643512,-69.57872674643512,3.0,1,24
55,0.9540000000000001,107.4403185558264,-107.4403185558264,6.0,1,24
56,0.9680401984401188,16.053041433540344,-16.053041433540344,2.0,1,24
57,0.9554975049273458,14.394818903463253,-14.394818903463253,2.0,1,24
58,0.9849999999999998,354.44114973989383,-199.44114973989383,6.0,2,24
59,0.9926442381508811,94.27366722183028,-94.27366722183028,3.0,2,24
60,0.9950000000000004,0.0,160.0,3.0,2,24
61,0.998,86.1002059226733,-86.1002059226733,4.0,2,24
62,0.9647769246847834,0.0,0.0,1.0,1,24
63,0.9806526658736019,0.0,0.0,2.0,2,24
64,1.005,0.0,391.0,2.0,3,24
65,1.0499999999999998,42.998999773345176,349.0010002266548,4.0,4,24
66,1.0187931928486524,31.596841052933986,-31.596841052933986,2.0,3,24
67,0.9961150077673896,0.0,0.0,0.0,2,24
68,1.035,0.0,0.0,5.0,4,24
69,0.984,74.54850996357693,-74.54850996357693,5.0,2,24
70,0.985754107529328,0.0,0.0,3.0,2,24
71,0.98,15.3992031986175,-15.3992031986175,2.0,2,24
72,0.9909999999999999,7.546557415732524,-7.546557415732524,1.0,2,24
73,0.9580000000000001,84.0914513235321,-84.0914513235321,2.0,1,24
74,0.9605678251229918,61.45609280599409,-61.45609280599409,5.0,1,24
75,0.943,75.14325319505394,-75.14325319505394,2.0,0,24
76,1.006,72.05899770990787,-72.05899770990787,7.0,3,24
77,1.0020843771253116,94.65846517642646,-94.65846517642646,2.0,3,24
78,1.0077369837793777,53.54673214625028,-53.54673214625028,2.0,3,24
79,1.04,160.0951272532657,316.9048727467343,7.0,4,24
80,0.9812693125358041,0.0,0.0,0.0,2,24
81,0.9856997997893556,60.72004047824316,-60.72004047824316,3.0,2,24
82,0.9831989823508611,26.79237243537093,-26.79237243537093,3.0,2,24
83,0.9789323297721712,15.021062429800018,-15.021062429800018,2.0,1,24
84,0.9850000000000002,29.378353948994782,-29.378353948994782,5.0,2,24
85,0.9823495939826055,24.633138099697746,-24.633138099697746,1.0,2,24
86,1.015,0.0,4.0,0.0,3,24
87,0.9877503296500619,53.433192022410424,-53.433192022410424,2.0,2,24
88,1.005,0.0,607.0,6.0,3,24
89,0.9850000000000001,208.20394999065846,-208.20394999065846,3.0,2,24
90,0.9800000000000002,13.729608471687499,-13.729608471687499,2.0,2,24
91,0.9900000000000003,84.71881649764634,-84.71881649764634,7.0,2,24
92,0.9848153585091713,14.342094952421043,-14.342094952421043,2.0,2,24
93,0.9881032512414956,38.7859949186097,-38.7859949186097,5.0,2,24
94,0.9770521471512104,56.684061933845115,-56.684061933845115,2.0,1,24
95,0.9900171659904476,47.22446267658382,-47.22446267658382,5.0,2,24
96,1.0083490996808329,20.18886820499027,-20.18886820499027,2.0,3,24
97,1.0193595563048337,41.39747870199681,-41.39747870199681,2.0,3,24
98,1.0099999999999998,50.59117155030671,-50.59117155030671,2.0,3,24
99,1.017,47.171173747251956,204.82882625274806,8.0,3,24
100,0.9906704052607647,27.26693035678358,-27.26693035678358,2.0,2,24
101,0.9887516667848826,6.965667880691624,-6.965667880691624,2.0,2,24
102,1.0100000000000002,28.863087022344402,11.136912977655598,4.0,3,24
103,0.9709999999999998,46.190961129642645,-46.190961129642645,3.0,1,24
104,0.9649999999999997,37.772881951095385,-37.772881951095385,5.0,1,24
105,0.9588865345834541,54.36842536290921,-54.36842536290921,3.0,1,24
106,0.9519999999999998,60.32368057012293,-60.32368057012293,2.0,1,24
107,0.9655841779171505,2.6337439611789617,-2.6337439611789617,2.0,1,24
108,0.9663662211680442,9.713591026483938,-9.713591026483938,2.0,1,24
109,0.973,47.39448932234534,-47.39448932234534,4.0,1,24
110,0.9800000000000001,0.0,36.0,1.0,2,24
111,0.9750000000000001,87.38625428728682,-87.38625428728682,1.0,1,24
112,0.9929999999999998,6.709524370852819,-6.709524370852819,2.0,2,24
113,0.9594729737856638,10.372851803476351,-10.372851803476351,2.0,1,24
114,0.9593621486822699,27.532816633247336,-27.532816633247336,2.0,1,24
115,1.005,227.40704150862263,-227.40704150862263,0.0,3,24
116,0.9713433549070455,26.31551794424771,-26.31551794424771,1.0,1,24
117,0.9445675032836982,43.806732241848124,-43.806732241848124,2.0,0,24
0,0.9549999999999997,65.2438639850856,-65.2438639850856,2.0,1,25
1,0.9706260727230844,25.404153843144933,-25.404153843144933,2.0,1,25
2,0.9665852130312085,51.951267689586615,-51.951267689586615,3.0,1,25
3,0.9980000000000001,47.13036817915882,-47.13036817915882,2.0,2,25
4,1.0021771918332643,0.0,0.0,4.0,3,25
5,0.9899999999999999,61.08064856915277,-61.08064856915277,2.0,2,25
6,0.9891117049901562,26.321953355733417,-26.321953355733417,2.0,2,25
7,1.0149999999999997,35.51422719137542,-35.51422719137542,2.0,3,25
8,1.0429182051130939,0.0,0.0,2.0,4,25
9,1.05,0.0,450.0,1.0,4,25
10,0.9845218667515385,77.56993913656778,-77.56993913656778,4.0,2,25
11,0.9900000000000001,63.272034745975574,21.727965254024426,7.0,2,25
12,0.9668785980008046,39.4069322213732,-39.4069322213732,2.0,1,25
13,0.9827977424217929,18.701352534112544,-18.701352534112544,2.0,2,25
14,0.97,118.03938553321105,-118.03938553321105,5.0,1,25
15,0.9814886542681407,34.76610293197368,-34.76610293197368,2.0,2,25
16,0.9940016174740498,15.286411695261936,-15.286411695261936,5.0,2,25
17,0.9729999999999994,70.93939124380367,-70.93939124380367,2.0,1,25
18,0.962,59.84706934651614,-59.84706934651614,4.0,1,25
19,0.951227667605601,21.511017463211587,-21.511017463211587,2.0,1,25
20,0.9492414908913687,18.042631343084295,-18.042631343084295,2.0,0,25
21,0.9598996955142989,12.793238254863779,-12.793238254863779,2.0,1,25
22,0.9957798827443329,7.814541382804446,-7.814541382804446,4.0,2,25
23,0.9920000000000001,14.320208824357895,-14.320208824357895,3.0,2,25
24,1.05,0.0,220.0,2.0,4,25
25,1.0149999999999997,0.0,314.0,1.0,3,25
26,0.9679999999999999,79.33037351086944,-79.33037351086944,4.0,1,25
27,0.9609922011603821,19.35250444241188,-19.35250444241188,2.0,1,25
28,0.9627951404073051,28.255097937703972,-28.255097937703972,2.0,1,25
29,0.9795080062303306,0.0,0.0,3.0,1,25
30,0.9670000000000001,58.99972237982905,-51.99972237982905,3.0,1,25
31,0.9629999999999999,74.07979835363635,-74.07979835363635,5.0,1,25
32,0.9676722645727258,30.79855299800144,-30.79855299800144,2.0,1,25
33,0.9840000000000001,79.73811801229758,-79.73811801229758,4.0,2,25
34,0.9798428553925842,43.575936676046354,-43.575936676046354,2.0,1,25
35,0.9799999999999999,37.739881657111326,-37.739881657111326,2.0,1,25
36,0.9883829283183223,0.0,0.0,5.0,2,25
37,0.945602260662825,0.0,0.0,2.0,0,25
38,0.9678081875830681,36.69726109011196,-36.69726109011196,2.0,1,25
39,0.9699999999999998,87.29258511575422,-87.29258511575422,4.0,1,25
40,0.9651411442358553,48.94898102179609,-48.94898102179609,2.0,1,25
41,0.9850000000000001,131.56534062236838,-131.56534062236838,4.0,2,25
42,0.966435914238274,23.03278275127149,-23.03278275127149,2.0,1,25
43,0.9679218406348413,20.137157263818448,-20.137157263818448,2.0,1,25
44,0.972321044720726,72.4535846657935,-72.4535846657935,3.0,1,25
45,1.0049999999999994,34.617478516579254,-15.617478516579254,3.0,3,25
46,0.9765116057479486,45.678021099494195,-45.678021099494195,3.0,1,25
47,1.0204593289609176,22.32307816266885,-22.32307816266885,2.0,4,25
48,1.025,95.73366755031,108.26633244969,12.0,4,25
49,0.999050375390596,21.39429169698222,-21.39429169698222,2.0,2,25
50,0.9630132254559515,19.075420658463543,-19.075420658463543,3.0,1,25
51,0.9519579831757378,25.073332272646542,-25.073332272646542,2.0,1,25
52,0.943412797969846,25.337958100874612,-25.337958100874612,2.0,0,25
53,0.9550000000000003,148.64527267730412,-100.64527267730412,6.0,1,25
54,0.9520000000000002,73.89997075035957,-73.89997075035957,3.0,1,25
55,0.9540000000000001,116.78231053285582,-116.78231053285582,6.0,1,25
56,0.968730097295113,14.573549942260428,-14.573549942260428,2.0,1,25
57,0.9565510763393563,13.298220334549915,-13.298220334549915,2.0,1,25
58,0.9850000000000002,306.9383621054699,-151.93836210546988,6.0,2,25
59,0.9926322041711974,98.74893689835771,-98.74893689835771,3.0,2,25
60,0.9950000000000002,0.0,160.0,3.0,2,25
61,0.9979999999999999,107.49304671562258,-107.49304671562258,4.0,2,25
62,0.9654492593745071,0.0,0.0,1.0,1,25
63,0.9809556296120436,0.0,0.0,2.0,2,25
64,1.005,0.0,391.0,2.0,3,25
65,1.0499999999999996,54.363350360034914,337.63664963996507,4.0,4,25
66,1.0185306298069827,33.633092967229835,-33.633092967229835,2.0,3,25
67,0.9960667651861874,0.0,0.0,0.0,2,25
68,1.035,0.0,0.0,5.0,4,25
69,0.9840000000000001,82.15753225394016,-82.15753225394016,5.0,2,25
70,0.9858442972284766,0.0,0.0,3.0,2,25
71,0.98,13.561640900872138,-13.561640900872138,2.0,2,25
72,0.9910000000000002,7.539918340785118,-7.539918340785118,1.0,2,25
73,0.9580000000000001,87.03391262058477,-87.03391262058477,2.0,1,25
74,0.960708389101828,55.23996948511962,-55.23996948511962,5.0,1,25
75,0.9430000000000001,87.28713449266955,-87.28713449266955,2.0,0,25
76,1.0059999999999996,83.56437735604145,-83.56437735604145,7.0,3,25
77,1.0028475829574284,78.12034860192013,-78.12034860192013,2.0,3,25
78,1.0086563020098944,45.57852515940296,-45.57852515940296,2.0,3,25
79,1.0399999999999998,151.18686296963358,325.8131370303664,7.0,4,25
80,0.9813178305300045,0.0,0.0,0.0,2,25
81,0.9859438772266669,61.40695648914801,-61.40695648914801,3.0,2,25
82,0.983813558880475,22.996607276422615,-22.996607276422615,3.0,2,25
83,0.9793399352116201,14.165511399705778,-14.165511399705778,2.0,1,25
84,0.9850000000000004,27.139399609084627,-27.139399609084627,5.0,2,25
85,0.9815644292824556,27.752749136830545,-27.752749136830545,1.0,2,25
86,1.0150000000000001,0.0,4.0,0.0,3,25
87,0.9866070612007314,65.57312530404073,-65.57312530404073,2.0,2,25
88,1.005,0.0,607.0,6.0,3,25
89,0.985,224.61013971232225,-224.61013971232225,3.0,2,25
90,0.9799999999999998,12.980527442959103,-12.980527442959103,2.0,1,25
91,0.9900000000000001,75.34923000735552,-75.34923000735552,7.0,2,25
92,0.9851699742759176,13.507067671943668,-13.507067671943668,2.0,2,25
93,0.9884443369475767,35.088224584263,-35.088224584263,5.0,2,25
94,0.9771279866089659,58.32066054089154,-58.32066054089154,2.0,1,25
95,0.9899728816866465,52.77073529995812,-52.77073529995812,5.0,2,25
96,1.00854167437718,18.21863497763254,-18.21863497763254,2.0,3,25
97,1.0199350453929004,40.723073719195014,-40.723073719195014,2.0,3,25
98,1.0099999999999998,52.62613333646423,-52.62613333646423,2.0,3,25
99,1.0170000000000001,43.93773781528815,208.06226218471184,8.0,3,25
100,0.9903689365072307,30.665772180926716,-30.665772180926716,2.0,2,25
101,0.9888188139144483,5.831832085036867,-5.831832085036867,2.0,2,25
102,1.0100000000000002,27.8470845070611,12.152915492938899,4.0,3,25
103,0.9709999999999999,46.694827982982034,-46.694827982982034,3.0,1,25
104,0.9650000000000002,35.26309541465481,-35.26309541465481,5.0,1,25
105,0.9593160244326476,52.238440265334674,-52.238440265334674,3.0,1,25
106,0.952,67.85096080152961,-67.85096080152961,2.0,1,25
107,0.9597421023272885,2.284216600874055,-2.284216600874055,2.0,1,25
108,0.9578225209686896,10.20165268198285,-10.20165268198285,2.0,1,25
109,0.9730000000000002,47.6576545153022,-47.6576545153022,4.0,1,25
110,0.9799999999999999,0.0,36.0,1.0,1,25
111,0.975,78.27894921279608,-78.27894921279608,1.0,1,25
112,0.9929999999999999,6.622205096008571,-6.622205096008571,2.0,2,25
113,0.9597721784327782,9.45602392837576,-9.45602392837576,2.0,1,25
114,0.9596846909168879,24.608071140606814,-24.608071140606814,2.0,1,25
115,1.0049999999999997,223.19761961557978,-223.19761961557978,0.0,3,25
116,0.9711242413816507,26.86125913419607,-26.86125913419607,1.0,1,25
